id,industry,is_local,visibility_score,visibility_tier,model_count,chatgpt_mentioned,perplexity_mentioned,gemini_mentioned,claude_mentioned,google_aio_mentioned,recommendation_count,blocks_ai_crawlers,robots_score,has_schema_markup,schema_is_ssr,schema_score,citability_score,has_faq_content,has_comparison_content,sitemap_exists,total_indexed_pages,blog_post_count,google_review_count,google_review_rating,has_llms_txt,has_llms_full_txt
BIZ_0426,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,50,false,false,false,0,0,610,4.9,,
BIZ_0427,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,64,true,false,false,0,0,350,4.7,,
BIZ_0428,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,70,true,false,true,29,6,560,4.8,,
BIZ_0429,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,62,false,false,true,2,0,280,4.7,,
BIZ_0430,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,51,false,false,true,75,2,260,4.8,,
BIZ_0431,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,45,false,false,true,1,0,370,4.8,,
BIZ_0432,home_services,true,36,moderate,2,false,true,false,false,true,6,false,100,true,false,10,52,false,false,true,819,1,950,4.9,,
BIZ_0433,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,false,false,false,0,0,350,4.9,,
BIZ_0434,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,46,true,true,false,0,0,520,4.8,,
BIZ_0435,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,59,false,false,true,0,0,420,4.8,,
BIZ_0436,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,330,4.6,,
BIZ_0437,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,60,false,false,true,25,0,290,4.8,,
BIZ_0438,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,40,false,false,false,0,0,580,4.8,,
BIZ_0439,home_services,true,31,moderate,1,false,true,false,false,false,4,false,100,false,false,0,5,false,false,false,0,0,300,4.9,,
BIZ_0440,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,57,false,false,false,0,0,400,4.9,,
BIZ_0441,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,49,false,false,false,0,0,240,4.9,,
BIZ_0442,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,58,false,false,false,0,0,670,4.6,,
BIZ_0443,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,47,false,false,true,2,0,380,4.5,,
BIZ_0444,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,70,true,false,false,0,0,340,4.6,,
BIZ_0445,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,51,false,false,true,1,0,310,4.9,,
BIZ_0446,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,64,true,false,false,0,0,710,4.9,,
BIZ_0447,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,67,true,false,false,0,0,750,4.8,,
BIZ_0448,home_services,true,7,low,1,false,true,false,false,false,0,false,100,true,true,100,54,false,false,true,71,38,720,4.7,,
BIZ_0449,home_services,true,35,moderate,1,true,false,false,false,false,1,false,100,true,true,100,64,true,false,false,0,0,390,4.8,,
BIZ_0450,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,52,false,true,false,0,0,560,4.9,,
BIZ_0451,home_services,true,0,invisible,0,false,false,false,false,false,0,true,45,false,false,0,38,false,false,true,3,0,910,4.8,,
BIZ_0452,home_services,true,42,moderate,2,false,true,false,false,true,9,false,100,true,true,100,66,false,true,true,5020,1,700,4.9,,
BIZ_0453,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,57,false,false,false,0,0,290,4.5,,
BIZ_0454,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,45,false,false,false,0,0,380,4.9,,
BIZ_0455,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,37,false,false,true,6,0,650,4.7,,
BIZ_0456,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,54,false,false,true,2,0,620,4.9,,
BIZ_0457,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,59,false,false,true,57,0,310,4.7,,
BIZ_0458,home_services,true,35,moderate,1,true,false,false,false,false,1,false,100,true,true,100,67,true,false,false,0,0,220,4.8,,
BIZ_0459,home_services,true,43,moderate,1,true,false,false,false,false,2,false,100,true,true,100,41,false,false,false,0,0,420,4.6,,
BIZ_0460,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,64,true,true,true,29,6,1100,4.6,,
BIZ_0461,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,62,true,false,false,0,0,310,4.7,,
BIZ_0462,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,49,false,false,false,0,0,630,4.7,,
BIZ_0463,home_services,true,36,moderate,1,true,false,false,false,false,2,false,100,true,true,100,68,true,false,false,0,0,210,4.9,,
BIZ_0464,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,46,true,true,false,0,0,590,4.7,,
BIZ_0465,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,59,false,false,false,0,0,270,4.6,,
BIZ_0466,home_services,true,35,moderate,1,true,false,false,false,false,1,false,100,true,true,100,64,true,false,false,0,0,440,4.9,,
BIZ_0467,home_services,true,71,high,5,true,true,true,true,true,45,false,100,true,true,100,58,false,false,true,1272,633,1500,4.5,,
BIZ_0468,home_services,true,50,moderate,5,true,true,true,true,true,14,false,100,true,true,100,50,false,false,true,719,1,1100,4.7,,
BIZ_0469,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,66,true,false,true,29,6,510,4.6,,
BIZ_0470,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,57,false,false,true,186,0,230,4.9,,
BIZ_0471,home_services,true,35,moderate,1,true,false,false,false,false,1,false,100,true,true,100,58,true,false,false,0,0,800,4.6,,
BIZ_0472,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,22,false,false,false,0,0,460,4.6,,
BIZ_0473,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,46,false,true,false,0,0,410,4.6,,
BIZ_0474,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,51,false,false,false,0,0,690,4.7,,
BIZ_0475,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,65,true,false,true,492,381,340,4.9,,
BIZ_0476,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,63,false,true,true,22,0,310,4.6,,
BIZ_0477,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,64,true,true,true,29,6,600,4.9,,
BIZ_0478,home_services,true,21,moderate,1,false,true,false,false,false,1,false,100,true,true,100,67,true,false,true,285,7,550,4.7,,
BIZ_0479,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,65,true,false,false,0,0,290,4.8,,
BIZ_0480,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,65,false,false,true,11,0,420,4.7,,
BIZ_0481,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,46,false,false,true,4,0,480,4.7,,
BIZ_0482,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,46,false,false,true,4,0,360,4.7,,
BIZ_0483,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,false,false,true,1,0,410,4.7,,
BIZ_0484,home_services,true,38,moderate,2,true,true,false,false,false,6,false,100,true,true,100,49,false,false,false,0,0,850,4.7,,
BIZ_0485,home_services,true,44,moderate,2,true,true,false,false,false,19,false,100,true,true,100,51,false,false,true,283,234,600,4.8,,
BIZ_0486,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,58,false,false,false,0,0,450,4.6,,
BIZ_0487,home_services,true,42,moderate,2,true,true,false,false,false,10,false,100,true,true,100,67,true,false,false,0,0,2000,4.6,,
BIZ_0488,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,53,false,false,true,31,0,270,4.7,,
BIZ_0489,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,61,false,false,false,0,0,640,4.7,,
BIZ_0490,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,66,true,false,false,0,0,450,4.8,,
BIZ_0491,home_services,true,3,low,1,false,false,true,false,false,0,false,100,true,true,100,51,false,false,false,0,0,460,4.5,,
BIZ_0492,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,59,true,false,false,0,0,240,4.7,,
BIZ_0493,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,59,false,false,false,0,0,350,4.5,,
BIZ_0494,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,41,false,false,false,0,0,630,4.5,,
BIZ_0495,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,58,false,true,true,105,1,520,4.6,,
BIZ_0496,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,57,true,false,true,4,0,200,4.8,,
BIZ_0497,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,50,false,false,true,1,0,720,4.7,,
BIZ_0498,home_services,true,36,moderate,1,true,false,false,false,false,2,false,100,true,true,100,67,true,false,false,0,0,280,4.7,,
BIZ_0499,home_services,true,36,moderate,1,true,false,false,false,false,2,false,100,true,true,100,64,true,false,false,0,0,240,4.9,,
BIZ_0500,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,44,false,true,true,7,0,330,4.8,,
BIZ_0501,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,40,false,false,false,0,0,290,4.6,,
BIZ_0502,home_services,true,41,moderate,2,false,true,false,false,true,12,false,100,true,true,100,59,false,false,true,2062,2,1200,4.8,,
BIZ_0503,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,66,true,true,true,0,0,260,4.8,,
BIZ_0504,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,57,false,false,true,119,0,670,4.9,,
BIZ_0505,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,57,false,true,false,0,0,900,4.6,,
BIZ_0506,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,44,false,false,true,8,1,600,4.5,,
BIZ_0507,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,36,false,false,false,0,0,820,4.7,,
BIZ_0508,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,false,false,true,41,1,700,4.7,,
BIZ_0509,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,43,false,false,true,107,0,1200,4.7,,
BIZ_0510,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,63,true,false,true,9,0,800,4.5,,
BIZ_0511,med_spa,true,47,moderate,4,false,true,true,true,true,30,true,45,false,false,0,51,false,false,true,173,92,1800,4.9,,
BIZ_0512,med_spa,true,52,high,2,true,false,false,true,false,42,false,100,true,true,100,43,false,false,false,0,0,2500,4.8,,
BIZ_0513,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,48,false,false,true,135,1,850,4.8,,
BIZ_0514,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,63,true,false,true,10,0,580,4.9,,
BIZ_0515,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,53,false,false,false,0,0,900,4.8,,
BIZ_0516,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,64,false,true,true,0,,500,4.6,,
BIZ_0517,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,0,false,false,false,0,0,450,4.6,,
BIZ_0518,med_spa,true,58,high,3,true,true,false,false,true,54,false,100,true,true,100,58,false,false,true,95,0,3250,4.8,,
BIZ_0519,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,40,false,false,true,1940,0,1200,4.7,,
BIZ_0520,med_spa,true,7,low,1,false,true,false,false,false,0,false,100,false,false,0,30,false,false,true,234,0,1200,4.7,,
BIZ_0521,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,63,true,false,true,12,2,1100,4.7,,
BIZ_0522,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,60,false,false,true,6,0,750,4.6,,
BIZ_0523,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,42,false,false,true,140,0,1300,4.9,,
BIZ_0524,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,29,false,false,true,46,0,950,4.7,,
BIZ_0525,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,28,true,false,true,18,2,1300,4.8,,
BIZ_0526,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,54,false,false,true,10,0,950,4.6,,
BIZ_0527,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,47,false,false,true,35,0,600,4.5,,
BIZ_0528,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,true,false,true,28,4,600,4.5,,
BIZ_0529,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,false,false,true,299,144,650,4.5,,
BIZ_0530,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,62,false,false,true,151,0,800,4.7,,
BIZ_0531,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,60,false,false,true,158,1,900,4.8,,
BIZ_0532,med_spa,true,16,low,2,false,true,false,false,true,1,false,100,true,true,100,,,,false,0,0,800,4.6,,
BIZ_0533,med_spa,true,41,moderate,1,true,false,false,false,false,8,false,100,false,false,0,56,false,false,true,73,20,550,4.6,,
BIZ_0534,med_spa,true,35,moderate,1,false,false,false,true,false,2,false,100,true,true,100,50,false,true,true,64,0,700,4.9,,
BIZ_0535,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,61,true,false,false,0,0,1100,4.8,,
BIZ_0536,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,34,false,false,true,6,0,1200,4.7,,
BIZ_0537,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,49,false,true,true,47,0,750,4.6,,
BIZ_0538,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,51,false,false,true,100,30,900,4.7,,
BIZ_0539,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,27,false,false,true,8,0,1000,4.8,,
BIZ_0540,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,56,false,false,true,449,240,1300,4.9,,
BIZ_0541,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,53,false,false,false,0,0,1400,4.7,,
BIZ_0542,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,59,false,false,true,79,0,650,4.6,,
BIZ_0543,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,51,false,false,true,170,0,950,4.9,,
BIZ_0544,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,55,false,false,false,0,0,700,4.7,,
BIZ_0545,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,47,false,false,true,98,0,850,4.7,,
BIZ_0546,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,51,false,true,true,70,3,400,4.8,,
BIZ_0547,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,54,false,false,true,133,1,1050,4.8,,
BIZ_0548,med_spa,true,43,moderate,1,false,true,false,false,false,26,false,100,true,true,100,59,false,true,false,0,0,50000,4.8,,
BIZ_0549,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,55,false,false,true,0,0,850,4.8,,
BIZ_0550,med_spa,true,31,moderate,2,false,true,false,false,true,4,false,100,true,true,100,52,false,false,false,0,0,1100,4.7,,
BIZ_0551,med_spa,true,31,moderate,2,false,true,false,false,true,4,false,100,true,true,100,60,false,false,false,0,0,750,4.6,,
BIZ_0552,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,40,false,false,false,0,0,750,4.6,,
BIZ_0553,med_spa,true,39,moderate,1,false,true,false,false,false,2,false,100,true,true,100,62,false,false,false,0,0,2200,4.8,,
BIZ_0554,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,true,false,true,65,0,550,4.6,,
BIZ_0555,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,53,false,false,true,45,1,500,4.6,,
BIZ_0556,med_spa,true,0,invisible,0,false,false,false,false,false,0,true,80,true,true,100,59,true,true,true,350,1,1200,4.9,,
BIZ_0557,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,45,true,false,true,76,0,600,4.7,,
BIZ_0558,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,40,false,false,true,29,0,1300,4.8,,
BIZ_0559,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,41,false,false,true,676,590,1100,4.7,,
BIZ_0560,med_spa,true,36,moderate,1,true,false,false,false,false,4,false,100,true,true,100,50,false,false,false,0,0,1100,4.8,,
BIZ_0561,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,44,false,false,false,0,0,600,4.5,,
BIZ_0562,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,49,false,false,true,776,1,1600,4.7,,
BIZ_0563,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,56,false,false,false,0,0,750,4.6,,
BIZ_0564,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,61,false,false,true,277,199,850,4.6,,
BIZ_0565,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,39,false,false,false,0,0,900,4.8,,
BIZ_0566,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,3,false,false,false,0,0,800,4.7,,
BIZ_0567,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,57,false,false,true,80,1,1100,4.8,,
BIZ_0568,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,42,false,false,false,0,0,700,4.9,,
BIZ_0569,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,55,false,false,true,0,0,1400,4.7,,
BIZ_0570,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,60,false,false,true,146,0,1200,4.7,,
BIZ_0571,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,6,false,false,true,74,0,550,4.6,,
BIZ_0572,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,51,false,false,true,76,42,1200,4.7,,
BIZ_0573,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,58,false,false,true,8,0,900,4.7,,
BIZ_0574,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,66,false,true,true,388,2,1000,4.8,,
BIZ_0575,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,48,false,false,true,126,2,450,4.6,,
BIZ_0576,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,64,true,false,true,317,298,650,4.6,,
BIZ_0577,med_spa,true,25,moderate,2,false,true,false,false,true,1,false,100,true,true,100,53,false,false,true,788,1,450,4.6,,
BIZ_0578,med_spa,true,43,moderate,1,true,false,false,false,false,2,false,100,true,true,100,56,false,true,false,0,0,3200,4.7,,
BIZ_0579,med_spa,true,40,moderate,1,false,true,false,false,false,18,false,100,true,true,100,53,false,true,true,35,0,3000,4.9,,
BIZ_0580,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,58,false,false,false,0,0,800,4.8,,
BIZ_0581,med_spa,true,0,invisible,0,false,false,false,false,false,0,true,95,true,true,100,63,false,false,true,0,0,950,4.9,,
BIZ_0582,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,52,false,false,true,118,0,650,4.7,,
BIZ_0583,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,53,true,false,true,23,0,750,4.6,,
BIZ_0584,med_spa,true,25,moderate,2,false,true,false,false,true,2,false,100,true,true,100,58,false,true,true,125,16,1400,4.7,,
BIZ_0585,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,52,false,false,false,0,0,1300,4.9,,
BIZ_0586,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,51,false,false,true,184,24,1400,4.7,,
BIZ_0587,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,50,false,false,false,0,0,500,4.5,,
BIZ_0588,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,48,false,false,true,29,1,800,4.7,,
BIZ_0589,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,50,true,false,true,21,0,650,4.6,,
BIZ_0590,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,60,false,false,true,368,2,950,4.9,,
BIZ_0591,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,false,false,false,0,0,550,4.6,,
BIZ_0592,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,false,false,false,0,0,900,4.7,,
BIZ_0593,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,false,false,true,490,0,550,4.6,,
BIZ_0594,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,54,false,false,true,29,0,720,4.6,,
BIZ_0595,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,47,false,false,false,0,0,700,4.7,,
BIZ_0596,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,55,false,false,true,40,1,1000,4.8,,
BIZ_0597,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,64,true,false,true,51,0,1400,4.7,,
BIZ_0598,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,54,false,true,false,0,0,850,4.8,,
BIZ_0599,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,43,true,false,true,245,1,650,4.6,,
BIZ_0600,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,26,false,false,true,142,0,500,4.6,,
BIZ_0601,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,52,false,false,true,124,0,600,4.7,,
BIZ_0602,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,3,false,false,false,0,0,600,4.9,,
BIZ_0603,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,1100,4.7,,
BIZ_0604,med_spa,true,0,invisible,0,false,false,false,false,false,0,false,100,true,false,10,57,false,false,false,0,0,950,4.9,,
BIZ_0605,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,41,false,false,true,59,1,290,4.6,false,false
BIZ_0606,personal_injury_law,true,37,moderate,2,true,false,true,false,false,11,false,100,true,true,100,66,false,false,true,1113,203,560,4.7,false,false
BIZ_0607,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,61,false,true,true,891,407,190,4.4,false,false
BIZ_0608,personal_injury_law,true,36,moderate,1,false,false,true,false,false,11,false,100,true,true,100,71,true,true,true,6077,2880,400,4.7,true,false
BIZ_0609,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,66,true,false,true,16,0,650,4.8,true,false
BIZ_0610,personal_injury_law,true,19,low,2,true,true,false,false,false,2,false,100,true,true,100,74,true,true,true,811,179,200,4.4,true,false
BIZ_0611,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,57,false,false,true,311,2,750,4.6,true,false
BIZ_0612,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,60,true,false,true,324,1,580,4.7,false,false
BIZ_0613,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,29,false,false,false,0,0,390,4.7,false,false
BIZ_0614,personal_injury_law,true,37,moderate,2,false,true,false,false,true,10,false,100,true,false,10,72,true,true,true,170,14,450,4.5,false,false
BIZ_0615,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,66,true,true,true,2145,882,410,4.5,true,false
BIZ_0616,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,false,false,false,0,0,350,4.6,false,false
BIZ_0617,personal_injury_law,true,10,low,1,false,true,false,false,false,0,false,100,true,true,100,65,false,true,true,2059,628,300,4.6,true,false
BIZ_0618,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,73,true,true,false,0,0,550,4.5,true,true
BIZ_0619,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,56,false,true,false,0,0,280,4.7,false,false
BIZ_0620,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,63,false,false,false,0,0,190,4.5,false,false
BIZ_0621,personal_injury_law,true,62,high,4,false,true,true,true,true,35,false,100,true,true,100,61,false,true,true,1085,613,250,4.7,false,false
BIZ_0622,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,57,true,false,false,0,0,460,4.6,false,false
BIZ_0623,personal_injury_law,true,27,moderate,2,false,true,false,false,true,10,false,100,true,true,100,62,false,true,true,2140,1,1100,4.8,false,false
BIZ_0624,personal_injury_law,true,37,moderate,2,true,false,true,false,false,11,false,100,true,true,100,66,false,false,true,1113,203,410,4.8,false,false
BIZ_0625,personal_injury_law,true,13,low,2,false,true,false,true,false,0,false,100,false,false,0,64,false,false,true,139,3,430,4.7,false,false
BIZ_0626,personal_injury_law,true,13,low,2,false,true,false,true,false,0,false,100,true,true,100,58,false,false,true,184,27,420,4.5,false,false
BIZ_0627,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,71,true,true,true,14997,0,370,4.6,false,false
BIZ_0628,personal_injury_law,true,46,moderate,4,true,true,true,false,true,49,false,100,true,true,100,62,false,true,true,611,42,800,4.5,true,false
BIZ_0629,personal_injury_law,true,6,low,1,false,true,false,false,false,0,false,100,true,true,100,71,true,false,true,0,0,150,4.7,true,true
BIZ_0630,personal_injury_law,true,23,moderate,2,false,true,false,true,false,9,false,100,true,true,100,54,false,false,true,125,0,200,4.8,false,false
BIZ_0631,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,71,true,true,true,14997,0,240,4.8,false,false
BIZ_0632,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,63,false,true,true,400,0,710,4.8,false,false
BIZ_0633,personal_injury_law,true,12,low,2,false,true,false,true,false,0,false,100,false,false,0,64,false,false,true,139,3,340,4.7,false,false
BIZ_0634,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,31,false,false,false,0,0,160,4.8,false,false
BIZ_0635,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,51,true,true,true,1151,3,300,4.7,false,false
